9.105	20.961	14.184
8.237	23.118	14.632
7.553	24.237	14.632
7.066	26.605	16.092
9.368	26.671	17.276
14.224	26.697	16.882
17.237	26.697	14.158
15.684	26.697	9.987
9.276	26.671	3.132
2.026	26.632	-5.816
3.5	26.632	-19.908
11.053	26.684	-26.776
23.105	26.75	-26.789
20.013	26.75	-26.789
11.947	26.671	-26.776
7.092	26.658	-26.776
-5.092	25.224	-18.868
-26	-16.75	26.053
20.276	-25.842	9.882
23.737	-25.855	-26.513
18.566	26.697	22.184
26.645	26.776	25.829
26.632	2.855	16.053
-15.289	26.566	10.974
-25.974	16.632	23.25
-3.855	24.434	25.803
26.632	14.105	-2.632
9.118	1.382	14.355
-4.684	21.145	11.224
8.395	6.987	14.355
14.697	4.421	9.25
3.632	7.224	11.816
4.816	8.303	13.684
9.118	3.158	8.421
3.697	5	9.763
2.75	5	9.711
4.882	3.987	8.75
3.171	4.803	9.355
2.816	5.329	9.329
2.632	4.618	8.855
2.829	5.066	9.145
3.921	4.684	8.776
3.908	4.855	8.395
4	5.461	8.947
3.105	5.289	9.421
2.632	4.842	8.75
3.395	5.921	9.342
4.5	6.671	8.908
4.132	6	9.789
4.737	6.487	8.868
4.382	6.566	8.842
4.776	5.868	9.237
4.079	5.105	9.053
4.368	6.395	8.895
3.526	5.592	9.092
4.895	4.776	8.434
4.224	5.513	8.289
3.763	5.75	8.579
3.618	5.684	8.658
3.145	4.789	8.908
3.421	5.211	8.447
3.474	5.118	8.855
3.921	5.355	8.079
3.908	4.658	9.171
3.658	3.421	8.803
2.145	3.763	9.697
2.618	6.579	9.132
4.737	10.329	8.421
2.355	13.289	7.816
-1.487	1	22.539
6.487	8.75	9.645
7.421	-18.368	24.553
9.737	-11.039	14.895
4.105	6.487	15.5
11.013	1.224	13.092
0.171	5.039	15.368
3.408	26.632	25.803
26.618	26.776	25.842
20.579	26.724	25.816
-7.908	-5.882	25.974
-22.276	-6.776	25.947
1.711	-11.118	18.447
4.803	-7.789	21.158
3.592	4.447	23.303
0.434	4.605	20.579
-7.447	5.934	17.684
-7.526	6.289	13.987
-2.882	5.066	12.053
1.132	10.539	10.184
2.579	9.408	9.224
4.605	7.974	7.882
2.868	13.013	10.066
2.776	10.921	10.316
1.724	15.697	12.158
4.303	16.118	12.658
5.855	18.013	14.184
7.487	19.882	15.25
8.303	21.487	16
9.066	22.947	16.145
7.987	26.224	17.658
7.803	26.671	19.013
9.618	26.684	19.368
12.618	26.684	16.132
14.145	26.697	11.395
11.961	26.671	5.408
5.368	26.645	0.474
0.197	26.618	-7.816
3.974	26.645	-17.408
24.013	26.737	-21.145
17.276	26.697	-24.724
12.092	26.671	-26.789
10.526	26.671	-26.789
10.658	26.671	-21.25
4.526	26.658	-11.868
-26.039	-14.421	26.039
23.132	-25.816	0.211
26.553	-25.842	-26.513
26.632	26.776	25.842
26.632	26.776	21.053
16.421	0.645	25.908
-15.184	26.566	11.039
-25.961	12.816	25.618
14.382	12.816	10.013
9.053	14.066	20.605
-6.368	14.171	11.539
0.987	7.316	11.974
12.829	9.618	12.197
9.382	8.368	12.316
2.934	7.263	12.368
8.237	7.855	12.539
10.382	6.105	11.197
5.118	5.092	9.789
1.934	4.092	9.447
4.605	5.237	9.618
3.184	4.75	9.408
2.368	5.289	9.526
2.303	5.276	9.513
2.737	5.303	8.868
2.697	3.987	8.5
3.171	5.013	8.474
3.724	6.026	9.092
4.776	5.553	9.763
4.921	5.724	9.276
3.803	6.316	9.158
3.526	5.816	9.434
4.711	6.224	8.816
3.75	5.947	9.105
4.447	6.25	9.105
4.763	6.526	8.882
4.487	6.171	8.724
4.145	4.908	8.737
4.434	6.013	8.395
3.408	5.776	9.145
3.684	5.368	9.092
4.184	5.434	8.513
2.816	5.395	8.895
3.289	5.105	8.789
3.355	5.987	8.355
3.579	5.632	8.539
3.566	5.539	8.671
3.105	5.039	8.632
2.789	4.526	9.158
3.645	4.382	8.526
2.447	4.961	9.039
2.237	6.829	9.513
3.303	15.934	8.803
-0.053	-9.158	2.079
4.118	-1.105	19.934
6.645	-3.829	13.671
12.408	-5.632	15.763
4.329	-0.224	15.592
5.211	2.645	14.197
-0.105	9.539	13.947
1.276	26.645	25.684
16.303	26.724	25.803
26.632	26.776	25.829
2.618	5.776	25.908
-16.789	-6.842	25.934
-4.461	-9.224	15.671
4.592	-7.776	20
0.118	7.539	25.895
-3.592	5.079	20.671
-9.645	10.434	15.474
-12.461	3.711	13.408
-2.303	6.145	9.474
-2.382	6.829	9.763
1.618	7.079	7.421
0.671	8.303	7.947
1.474	10.711	8.921
2.211	12.263	10.632
3.75	15.342	13.053
4.882	17.303	14.408
6.079	18.289	15.776
9.342	19.276	16.803
11.553	22.579	18.145
11.553	25.592	18.461
9.711	26.658	17.882
7.553	26.658	18.105
7.816	26.671	17.921
10.987	26.684	15.763
12.618	26.684	10.842
10.658	26.671	3.539
-0.039	26.658	-3.395
-1.092	26.618	-16.842
9.697	26.684	-26.513
24.553	26.75	-26.789
17.013	26.697	-26.789
15.724	26.697	-26.789
11.947	26.671	-26.789
7.855	26.671	-19.513
-26	-15.25	26.013
10.329	-24.816	19.763
23.579	-25.816	-26.513
6.487	26.658	25.789
26.632	26.776	16.737
26.645	-17.684	18.816
7.447	26.658	25.803
-26.026	26.487	25.842
-26.026	26.487	25.842
26.632	6.882	-6.882
26.632	-2.079	2.987
-21.158	23.842	9.395
-9.303	11.684	18.329
23.842	-0.395	5.145
9.618	7.474	14.539
-3.566	9.882	10.592
7.197	3.263	9.211
9.421	5.526	10.382
0.526	6.539	8.987
2.895	4.776	9.579
5.75	5.684	9.105
1.303	5.158	9.395
1	4.474	9.079
3.316	5.382	9.118
3.263	5.434	9.184
3.447	5.382	8.263
3.737	5.171	9.276
3.895	5.579	9.25
3.434	5.658	8.895
4.75	6.066	8.737
3.855	5.75	8.842
3.618	6.263	9.342
4.145	5.724	8.737
3.974	6.329	8.842
4.118	6.342	8.855
3.987	5.211	8.697
3.724	6.053	8.855
3.789	5.724	9.053
3.789	5.053	8.921
4.224	5.895	8.605
3.724	4.632	9.118
3.026	6.118	8.408
3.421	4.25	8.632
3.895	6.355	8.816
3.092	5.013	8.763
4.145	5.342	8.566
3.316	5.132	8.908
2.553	3.368	8.526
2.763	3.947	8.263
2.382	5.276	9.526
2.895	8.263	8.737
1.961	18.487	7.461
-3.421	-2.592	25.868
5.026	2.921	16.066
6.171	-15.289	18.224
16	-0.737	8.974
5.355	-0.697	18.368
5.092	0.487	13.724
-0.013	14.395	19.421
11.25	26.684	24.355
18.013	26.724	25.816
8.724	26.658	25.803
-5.947	-0.039	25.908
-16.368	-4.947	24.395
0.803	-7.263	15.158
6.171	-6.355	16.368
0.697	3.855	18.579
-3.895	3.605	15.487
-8.039	2.553	12.789
-8.513	4.184	11.355
-2.618	4.224	10
0.118	5.461	9.645
2.105	6.316	9.513
1.592	5.947	10.355
1.224	11.368	9.658
3.158	13.671	10.066
5.263	10.829	10.184
7.513	15.645	13.513
11.487	15.526	12.829
11.842	18.513	13.368
10.434	20.105	13.829
8.724	23.263	14.75
6.816	24.908	15.329
5.697	26.513	16.303
4.697	26.658	17.987
6.645	26.684	18.592
10.395	26.671	16.908
11.776	26.711	12.487
9.211	26.671	6.803
2.118	26.632	-1.079
-2.513	26.618	-11.961
5.487	26.645	-21.697
26.579	26.776	-26.75
21.645	26.75	-26.789
12.395	26.684	-26.789
7.224	26.658	-26.789
8.211	26.684	-20.158
12.947	26.697	-7.658
-26.026	-15.947	26.053
3.053	-25.934	26.079
26.632	-25.842	-26.513
11.461	24.618	13.145
26.605	26.776	25.842
26.632	-1.053	10.079
5.053	26.658	25.803
-26.026	26.395	25.776
-25.974	15.105	23.513
23.868	22.921	7.882
20.329	-1.803	21.553
-0.579	8.474	12.566
-7.25	15.039	20.776
19.316	8.895	7.724
13.974	5.566	12.105
3.039	11.895	12.211
6.803	6.079	13.079
10.053	5.842	8.461
3.355	7.329	10.303
4.408	6.368	9.513
4.987	3.737	8.816
3.408	6.316	9.145
3.618	5.776	9.039
3.882	6.079	9.132
3.737	6.211	9.487
4.408	6.303	8.987
4.461	6.421	9.197
4.474	6.158	9.079
4.645	6.079	8.921
4.342	5.934	8.868
4.053	5.961	8.855
4.75	6.066	8.776
4.592	5.671	8.789
4.395	5.776	8.855
4.487	5.908	8.671
4.618	5.895	8.737
3.908	5.711	8.947
3.697	5.684	8.816
3.974	5.592	8.737
3.658	5.553	9.013
4.303	5.303	8.829
4.158	5.961	8.921
4.184	5.013	8.697
4.105	5.882	8.803
3.882	5.513	8.671
4.829	5.526	8.855
4.395	5.513	8.987
4.079	5.921	8.645
4.487	5.132	9.224
4.974	4.539	8.724
4.487	4.934	8.684
4.513	4.816	9
4.224	4.526	9.105
3.842	4.132	9.092
3.803	4.158	8.711
2.961	3.987	8.987
1.842	3.184	8.737
2.711	3.487	8.855
3.118	5.553	8.526
3.579	10.382	9.632
4.197	14.513	10.289
3.263	-2.553	8.039
4.947	-4.553	22.579
5.474	7.632	9.895
0.368	6.303	11.434
3.934	9.645	8.947
3.539	10.053	11.132
4.697	6.684	15.25
10.868	26.684	21.263
22.816	26.75	25.789
24.158	26.75	25.789
-2.171	1.934	18.868
-10.303	-9.382	5.145
2.842	-4.961	0.079
-3.974	-5.895	2.763
-0.289	6.211	11.25
-5.237	4.961	9.855
-8.447	16.211	7.145
-9.487	3.842	6.539
-8.184	11.079	4.539
0.934	8.566	2.421
1.118	10.934	2.513
4.447	10.829	0.855
6.934	11.013	-0.75
11.684	9.908	-2.395
13.026	9.382	-2.882
10.329	10.224	-1.987
7.263	11.987	0.026
5.408	14.645	1.987
5.237	15.132	2.539
5.289	15.434	2.171
3.237	15.842	2.026
2.342	15.961	2.645
3.618	15.697	2.671
4.671	16.289	3.5
5.816	17	4.5
6.566	20.447	4.461
17.5	26.711	21.276
26.645	12.171	-12.724
17.789	10.697	-7.592
16.184	26.421	-10.974
11.75	26.118	-15.197
0.671	26.632	-26.776
-26.013	26.487	25.803
9.053	8.25	10.592
26.645	-25.803	0.592
0.013	2.211	2.921
-20.947	26.526	13.539
7.632	4.711	5.803
14.342	-6.079	8.211
-2.079	11.395	8.829
-0.711	6.724	12.842
9.263	2.855	6.947
1.118	8.316	8.013
2.408	5.816	10.211
6.447	5.158	8.671
2.329	7.171	9.132
4.013	5.395	8.934
3.947	5.789	9.132
3.316	6.132	8.803
4.066	5.724	8.816
3.632	5.776	8.987
3.487	5.539	8.961
3.816	5.684	9.145
3.605	5.447	9.158
3.553	5.447	8.947
3.671	5.605	9.039
3.908	5.447	8.934
3.737	5.618	8.882
3.539	5.5	8.934
3.566	5.553	8.947
3.658	5.553	9.079
3.605	5.447	9.105
3.553	5.645	8.987
3.737	5.711	9
3.566	5.553	9.053
3.553	5.461	8.947
3.553	5.75	9.066
3.671	5.711	9.145
3.671	5.553	9
3.645	5.592	9.171
3.737	6	9.158
3.711	6.026	9.026
3.645	5.921	9.118
3.803	5.974	8.895
3.737	5.724	9.013
3.684	5.803	8.934
3.421	5.947	8.947
3.803	5.842	9.092
4.013	6.079	9.013
3.868	5.987	8.987
3.921	6.079	8.934
3.592	6.026	9.066
3.803	6.066	8.934
3.75	6	8.829
4	6.053	8.974
3.632	6.039	9.197
3.974	6	9
3.776	5.974	8.947
3.789	6.105	9.026
3.882	5.987	8.868
3.921	6.066	8.947
3.724	5.645	8.974
3.763	5.842	9.053
3.5	5.553	8.829
3.461	5.553	9.013
3.579	5.421	8.882
3.421	5.592	8.895
3.618	5.697	9
3.618	5.645	9.039
3.947	5.829	9.013
3.816	5.737	9
3.711	5.711	8.895
3.605	5.592	9
3.618	5.737	9
3.434	5.566	8.855
3.711	5.632	8.987
3.539	5.566	9.053
3.421	5.447	8.987
3.605	5.763	9.013
3.539	5.592	9.013
3.487	5.803	9.079
3.618	5.737	9.026
3.737	5.658	8.855
3.579	5.842	8.803
3.75	5.697	9.105
3.618	5.789	8.947
3.632	5.632	9.053
3.447	5.842	8.855
3.658	5.671	9
3.711	5.658	8.974
3.526	5.882	8.934
3.592	5.737	9.316
3.605	5.763	8.974
3.618	5.697	9
3.461	5.711	9
3.645	5.645	9.039
3.711	5.776	9.118
3.658	5.934	9.145
